Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSMUSG00000030946,Lhpp,Gene Expression,0.20540949525267466,0.0,0.0,4070,0.8001505859669641,2181
ENSMUSG00000040564,Apoc1,Gene Expression,0.20217514568932193,0.0,0.0,630239,113.70867442628428,4963
ENSMUSG00000027559,Car3,Gene Expression,0.20182049822190656,0.0,0.0,158267,29.685601689118496,4962
ENSMUSG00000023829,Slc22a1,Gene Expression,0.19648505054933318,0.0,0.0,20826,4.020843481255976,4669
ENSMUSG00000035561,Aldh1b1,Gene Expression,0.19248915997207264,0.0,0.0,6262,1.0773583680059615,2766
ENSMUSG00000010025,Aldh3a2,Gene Expression,0.1870558636733087,0.0,0.0,30959,5.894406397027679,4880
ENSMUSG00000037071,Scd1,Gene Expression,0.18680306479785083,0.0,0.0,647115,118.5231464070473,4962
ENSMUSG00000032554,Trf,Gene Expression,0.18625958006567764,0.0,0.0,513335,92.65668074461287,4962
ENSMUSG00000002992,Apoc2,Gene Expression,0.18037580968373884,0.0,0.0,98903,17.637472217862555,4960
ENSMUSG00000025934,Gsta3,Gene Expression,0.1784063864786232,0.0,0.0,118067,21.82728699512123,4960
ENSMUSG00000026390,Marco,Gene Expression,0.1780306370951581,0.0,0.0,5650,1.0146127747787055,2752
ENSMUSG00000052305,Hbb-bs,Gene Expression,0.17745619806972673,0.0,0.0,2148,0.4109665024509215,1158
ENSMUSG00000079015,Serpina1c,Gene Expression,0.17423398896549905,0.0,0.0,135509,24.62492672944709,4961
ENSMUSG00000030218,Mgp,Gene Expression,0.1742034483629341,0.0,0.0,396,0.06944891949703405,273
ENSMUSG00000024164,C3,Gene Expression,0.17224152952150545,0.0,0.0,149680,26.997381292746056,4961
ENSMUSG00000021539,Lect2,Gene Expression,0.1702578110685514,0.0,0.0,9474,1.8400452513295402,3687
ENSMUSG00000072115,Ang,Gene Expression,0.16899408889364684,0.0,0.0,12987,2.510310517296017,4198
ENSMUSG00000022323,Rida,Gene Expression,0.16390668134172942,0.0,0.0,75395,13.489840563354297,4955
ENSMUSG00000030378,Sult2a8,Gene Expression,0.1634948862031374,0.0,0.0,7222,1.3992763975098563,3352
ENSMUSG00000015854,Cd5l,Gene Expression,0.1603228526027236,0.0,0.0,30094,5.556946621417068,4789
ENSMUSG00000026475,Rgs16,Gene Expression,0.1597399123408385,0.0,0.0,23685,4.4540580123078835,4826
ENSMUSG00000026043,Col3a1,Gene Expression,0.15858494616803476,0.0,0.0,7141,1.3324247091093626,3197
ENSMUSG00000058135,Gstm1,Gene Expression,0.15548121855932273,0.0,0.0,103001,18.907835854742377,4961
ENSMUSG00000044005,Gls2,Gene Expression,0.15159752919906627,0.0,0.0,10165,1.7574487665356562,3773
ENSMUSG00000005681,Apoa2,Gene Expression,0.1512201682767885,0.0,0.0,1139594,211.97468342478214,4962
ENSMUSG00000049775,Tmsb4x,Gene Expression,0.15107947865257426,0.0,0.0,57146,10.454273612247391,4953
ENSMUSG00000020017,Hal,Gene Expression,0.1502994532737739,0.0,0.0,7188,1.2420608859715878,3173
ENSMUSG00000071177,Serpina1d,Gene Expression,0.14967714258055959,0.0,0.0,79453,14.321445960506955,4959
ENSMUSG00000025396,Hsd17b6,Gene Expression,0.14939310494902935,0.0,0.0,7117,1.2444435984135112,3193
ENSMUSG00000031762,Mt2,Gene Expression,0.14435668545239497,0.0,0.0,9532,1.6886954838991,3575
ENSMUSG00000028001,Fga,Gene Expression,0.1428437329643016,0.0,0.0,156851,28.122306615787632,4961
ENSMUSG00000028307,Aldob,Gene Expression,0.14264854956268594,0.0,0.0,452177,82.1330602490351,4962
ENSMUSG00000029368,Alb,Gene Expression,0.14203067938470787,0.0,0.0,3034357,542.285074841098,4963
ENSMUSG00000040562,Gstm2,Gene Expression,0.14043162163889136,0.0,0.0,7548,1.4346707041196638,3409
ENSMUSG00000010651,Acaa1b,Gene Expression,0.1399113935882495,0.0,0.0,83849,15.780117443151463,4961
ENSMUSG00000020641,Rsad2,Gene Expression,0.13966443425343048,0.0,0.0,955,0.17563914078753953,668
ENSMUSG00000026417,Pigr,Gene Expression,0.13930993331533498,0.0,0.0,36469,6.4125152972255695,4891
ENSMUSG00000022149,C9,Gene Expression,0.1389335738152247,0.0,0.0,22173,4.047199427721324,4608
ENSMUSG00000067149,Jchain,Gene Expression,0.13397202460918597,0.0,0.0,158,0.03147356846544979,109
ENSMUSG00000028186,Uox,Gene Expression,0.13139236527238168,0.0,0.0,157944,28.66437906177639,4963
ENSMUSG00000076617,Ighm,Gene Expression,0.1311240661535816,0.0,0.0,1628,0.32505390836505427,1050
ENSMUSG00000033860,Fgg,Gene Expression,0.1309295596782082,0.0,0.0,102834,18.466725313484904,4961
ENSMUSG00000024610,Cd74,Gene Expression,0.1289160168754266,0.0,0.0,23640,4.338732139226145,4726
ENSMUSG00000014542,Clec4f,Gene Expression,0.12711494928078892,0.0,0.0,15766,2.850063026748004,4433
ENSMUSG00000026574,Dpt,Gene Expression,0.12669608332069152,0.0,0.0,923,0.166663792764859,692
ENSMUSG00000051748,Wfdc21,Gene Expression,0.12505337775575037,0.0,0.0,53511,9.757899846436496,4945
ENSMUSG00000001506,Col1a1,Gene Expression,0.12421621282011762,0.0,0.0,2516,0.45468056611592017,1587
ENSMUSG00000027513,Pck1,Gene Expression,0.12171566195577521,0.0,0.0,93165,16.747797816087314,4963
ENSMUSG00000022215,Fitm1,Gene Expression,0.11960821324992242,0.0,0.0,8184,1.539178258291591,3615
ENSMUSG00000024646,Cyb5a,Gene Expression,0.11802024914096591,0.0,0.0,100494,18.740598668497555,4960
ENSMUSG00000002985,Apoe,Gene Expression,0.1175419807321395,0.0,0.0,631100,115.91185471315329,4961
ENSMUSG00000016194,Hsd11b1,Gene Expression,0.11624044283836882,0.0,0.0,39263,7.100206672780112,4926
ENSMUSG00000024990,Rbp4,Gene Expression,0.11574737420486983,0.0,0.0,225151,41.21657754836914,4962
ENSMUSG00000061808,Ttr,Gene Expression,0.11501025448264648,0.0,0.0,925311,167.73353985986134,4963
ENSMUSG00000003477,Inmt,Gene Expression,0.1136300815202302,0.0,0.0,23243,4.244746419042111,4785
ENSMUSG00000022587,Ly6e,Gene Expression,0.11283718397963335,0.0,0.0,21573,3.888557083599249,4646
ENSMUSG00000002769,Gnmt,Gene Expression,0.11206876350209581,0.0,0.0,79059,14.406806732583407,4961
ENSMUSG00000028240,Cyp7a1,Gene Expression,0.11185916538243248,0.0,0.0,5639,1.0987565346056662,2975
ENSMUSG00000058672,Tubb2a,Gene Expression,0.11184831789586933,0.0,0.0,12325,2.28622165515073,4254
ENSMUSG00000028011,Tdo2,Gene Expression,0.11157368094407671,0.0,0.0,53487,9.67231949495143,4953
ENSMUSG00000074207,Adh1,Gene Expression,0.11069797428395134,0.0,0.0,142970,26.617908142749826,4963
ENSMUSG00000041567,Serpina12,Gene Expression,0.10938562450395364,0.0,0.0,4992,0.8725197746538689,2748
ENSMUSG00000026938,Fcna,Gene Expression,0.10903417598569125,0.0,0.0,8978,1.6881811158230546,3743
ENSMUSG00000034994,Eef2,Gene Expression,0.10777637381182782,0.0,0.0,39477,7.203814742920502,4934
ENSMUSG00000004038,Gstm3,Gene Expression,0.1074732085492275,0.0,0.0,5510,1.0574712077479864,2985
ENSMUSG00000056978,Hamp2,Gene Expression,0.10510042023899033,0.0,0.0,13746,2.480382623021542,4226
ENSMUSG00000031271,Serpina7,Gene Expression,0.10509010933840261,0.0,0.0,5444,1.0390491155947283,2897
ENSMUSG00000079105,C7,Gene Expression,0.10490904557392398,0.0,0.0,247,0.04584093594655281,202
ENSMUSG00000020777,Acox1,Gene Expression,0.10454881172878076,0.0,0.0,95107,17.63753016225562,4960
ENSMUSG00000034459,Ifit1,Gene Expression,0.10435723225045306,0.0,0.0,547,0.10359375355484438,411
ENSMUSG00000033022,Cdo1,Gene Expression,0.10122412992356722,0.0,0.0,105414,19.468445814415883,4960
ENSMUSG00000033831,Fgb,Gene Expression,0.09957411982929223,0.0,0.0,200746,36.3544117688734,4963
ENSMUSG00000029455,Aldh2,Gene Expression,0.09787199492847928,0.0,0.0,75300,14.189526245503043,4961
ENSMUSG00000050359,Sprr1a,Gene Expression,0.09771781175822165,0.0,0.0,791,0.14481504724688435,645
ENSMUSG00000035540,Gc,Gene Expression,0.09582852217333708,0.0,0.0,45915,8.219565560955633,4948
ENSMUSG00000039196,Orm1,Gene Expression,0.09528555991705275,0.0,0.0,62317,11.374668583187368,4956
ENSMUSG00000027227,Sord,Gene Expression,0.09451285266951458,0.0,0.0,28115,5.3665997285684695,4904
ENSMUSG00000027870,Hao2,Gene Expression,0.09220405962412613,0.0,0.0,1077,0.21458556041724783,854
ENSMUSG00000019929,Dcn,Gene Expression,0.09161767367765439,0.0,0.0,14993,2.8005971272615464,4476
ENSMUSG00000032204,Aqp9,Gene Expression,0.09147668055207285,0.0,0.0,16579,3.1702314120490307,4581
ENSMUSG00000058207,Serpina3k,Gene Expression,0.09083813764061588,0.0,0.0,104196,18.712108786791717,4960
ENSMUSG00000066366,Serpina1a,Gene Expression,0.09040076900636661,0.0,0.0,81221,14.598729586983731,4960
ENSMUSG00000060126,Tpt1,Gene Expression,0.08881509372212353,0.0,0.0,153193,27.852907333826725,4960
ENSMUSG00000027712,Anxa5,Gene Expression,0.08805245909937966,0.0,0.0,16704,3.0618581909345304,4533
ENSMUSG00000003555,Cyp17a1,Gene Expression,0.08745043782412854,0.0,0.0,6020,1.0650110106185842,3054
ENSMUSG00000020053,Igf1,Gene Expression,0.08728986679997625,0.0,0.0,34811,6.54890896563968,4893
ENSMUSG00000008540,Mgst1,Gene Expression,0.08679133289045983,0.0,0.0,188723,35.074735844137905,4961
ENSMUSG00000034855,Cxcl10,Gene Expression,0.08506292768595222,0.0,0.0,857,0.15572033608816552,644
ENSMUSG00000069805,Fbp1,Gene Expression,0.08375731428425802,0.0,0.0,81184,14.66604746213709,4961
ENSMUSG00000015890,Amdhd1,Gene Expression,0.08360605907275465,0.0,0.0,16495,2.9975536003075414,4529
ENSMUSG00000079507,H2-Q1,Gene Expression,0.08338951252483688,0.0,0.0,2444,0.46576088086672235,1746
ENSMUSG00000021474,Sfxn1,Gene Expression,0.08269384017126863,0.0,0.0,8015,1.4282917132411386,3529
ENSMUSG00000024131,Slc3a1,Gene Expression,0.08260428116529384,0.0,0.0,1961,0.3478162984908444,1465
ENSMUSG00000034463,Scara3,Gene Expression,0.08204801101368416,0.0,0.0,296,0.05060960627540258,258
ENSMUSG00000029816,Gpnmb,Gene Expression,0.08162395454400134,0.0,0.0,891,0.16372887972647224,681
ENSMUSG00000036594,H2-Aa,Gene Expression,0.0808381620244285,0.0,0.0,7036,1.2705771931278163,3276
ENSMUSG00000024661,Fth1,Gene Expression,0.08009770324132748,0.0,0.0,331713,59.95304268215565,4962
ENSMUSG00000034456,Uroc1,Gene Expression,0.07988860980125523,0.0,0.0,16264,2.9375288161374833,4485
ENSMUSG00000049723,Mmp12,Gene Expression,0.07854529657176028,0.0,0.0,1899,0.34270744123131724,1289
ENSMUSG00000026879,Gsn,Gene Expression,0.07827656773056282,0.0,0.0,828,0.14553444729251103,652
ENSMUSG00000026822,Lcn2,Gene Expression,0.0781198175325819,0.0,0.0,3708,0.6771743530188005,2337
ENSMUSG00000030236,Slco1b2,Gene Expression,0.07780447205057635,0.0,0.0,20399,3.846695545204851,4756
ENSMUSG00000021228,Acot3,Gene Expression,0.0772009144032684,0.0,0.0,3231,0.6256466374619389,2147
ENSMUSG00000028494,Plin2,Gene Expression,0.0764629022205122,0.0,0.0,39298,7.385818716602588,4950
ENSMUSG00000034127,Tspan8,Gene Expression,0.076339868125531,0.0,0.0,296,0.04859023262334926,246
ENSMUSG00000020638,Cmpk2,Gene Expression,0.07630247865967013,0.0,0.0,510,0.09316689315932021,439
ENSMUSG00000028715,Cyp4a14,Gene Expression,0.07627405461161067,0.0,0.0,9172,1.7388196543242571,3881
ENSMUSG00000018459,Slc13a3,Gene Expression,0.07532870810459452,0.0,0.0,629,0.1345229576841554,535
ENSMUSG00000006522,Itih3,Gene Expression,0.07515691912583336,0.0,0.0,27214,4.8542114849498885,4808
ENSMUSG00000027907,S100a11,Gene Expression,0.07374863280457374,0.0,0.0,4201,0.7770519314453785,2530
ENSMUSG00000039323,Igfbp2,Gene Expression,0.0737200499507893,0.0,0.0,12438,2.3320033074779083,4210
ENSMUSG00000025351,Cd63,Gene Expression,0.07293044337829843,0.0,0.0,2163,0.3914168944405633,1575
ENSMUSG00000071178,Serpina1b,Gene Expression,0.07275010570360846,0.0,0.0,259370,47.06566877464457,4961
ENSMUSG00000060586,H2-Eb1,Gene Expression,0.0725022012157155,0.0,0.0,4754,0.8713123182845709,2648
ENSMUSG00000053279,Aldh1a1,Gene Expression,0.07175076427577362,0.0,0.0,37999,7.059183073659654,4932
ENSMUSG00000022351,Sqle,Gene Expression,0.07163976145671141,0.0,0.0,1183,0.20215829874504707,933
ENSMUSG00000030278,Cidec,Gene Expression,0.07080712510191821,0.0,0.0,2987,0.5698011386652301,1969
ENSMUSG00000021135,Slc10a1,Gene Expression,0.07024403692999484,0.0,0.0,28930,5.487131478727822,4907
ENSMUSG00000022982,Sod1,Gene Expression,0.06798358759554432,0.0,0.0,114347,21.188436601273693,4961
ENSMUSG00000026170,Cyp27a1,Gene Expression,0.06758760076264794,0.0,0.0,9459,1.804580602563893,3974
ENSMUSG00000029661,Col1a2,Gene Expression,0.06709039356323397,0.0,0.0,2317,0.4258435655846691,1640
ENSMUSG00000005514,Por,Gene Expression,0.06698751511856905,0.0,0.0,15009,2.85302875190299,4498
ENSMUSG00000025533,Asl,Gene Expression,0.06682372883798487,0.0,0.0,22429,4.06985843434462,4777
ENSMUSG00000005677,Nr1i3,Gene Expression,0.06643471167545785,0.0,0.0,8900,1.6605366181395769,3804
ENSMUSG00000001025,S100a6,Gene Expression,0.06586076867767185,0.0,0.0,851,0.15157502782084545,701
ENSMUSG00000042254,Cilp,Gene Expression,0.06569107130004619,0.0,0.0,66,0.012188640231717764,59
ENSMUSG00000032271,Nnmt,Gene Expression,0.0647477217692455,0.0,0.0,6543,1.1689958645014535,3227
ENSMUSG00000036446,Lum,Gene Expression,0.06430349263706173,0.0,0.0,1566,0.28467708184814233,1174
ENSMUSG00000019838,Slc16a10,Gene Expression,0.06420952761994253,0.0,0.0,6730,1.2874915291762339,3321
ENSMUSG00000076937,Iglc2,Gene Expression,0.06417610959262217,0.0,0.0,52,0.009742087310339619,37
ENSMUSG00000025190,Got1,Gene Expression,0.06406672239764334,0.0,0.0,20036,3.712093439145577,4736
ENSMUSG00000039114,Nrn1,Gene Expression,0.06349344682643053,0.0,0.0,22720,4.3126088857852265,4809
ENSMUSG00000036880,Acaa2,Gene Expression,0.06346695587597166,0.0,0.0,59531,11.067346537776363,4958
ENSMUSG00000031596,Slc7a2,Gene Expression,0.0634654305998089,0.0,0.0,21569,3.8830461129652485,4683
ENSMUSG00000073421,H2-Ab1,Gene Expression,0.06311966366736808,0.0,0.0,5100,0.9194284608305181,2775
ENSMUSG00000036256,Igfbp7,Gene Expression,0.06256110948078036,0.0,0.0,16771,3.016791736493534,4566
ENSMUSG00000036887,C1qa,Gene Expression,0.061390030460253805,0.0,0.0,10047,1.8422981214033554,3918
ENSMUSG00000029810,Tmem176b,Gene Expression,0.06123208460168618,0.0,0.0,30111,5.530238237397865,4870
ENSMUSG00000028603,Scp2,Gene Expression,0.06051343866205986,0.0,0.0,151154,28.108058594122944,4962
ENSMUSG00000005413,Hmox1,Gene Expression,0.06021092068381207,0.0,0.0,5976,1.0821912356386678,2999
ENSMUSG00000030208,Emp1,Gene Expression,0.05997073227182349,0.0,0.0,398,0.07117781011240784,342
ENSMUSG00000021922,Itih4,Gene Expression,0.05990502514992165,0.0,0.0,78717,14.469879632594392,4959
ENSMUSG00000030498,Gas2,Gene Expression,0.05958714951874503,0.0,0.0,5185,0.901831262885939,2865
ENSMUSG00000026576,Atp1b1,Gene Expression,0.05885410441892428,0.0,0.0,5448,0.9755317550190328,2954
ENSMUSG00000074896,Ifit3,Gene Expression,0.058806238837028665,0.0,0.0,958,0.17850398972571582,760
ENSMUSG00000010064,Slc38a3,Gene Expression,0.05878221517207102,0.0,0.0,57333,10.312773741980605,4954
ENSMUSG00000038357,Camp,Gene Expression,0.05834321220436591,0.0,0.0,5,0.0007802696217894177,4
ENSMUSG00000049382,Krt8,Gene Expression,0.05747738597605867,0.0,0.0,9041,1.6693883200164417,3741
ENSMUSG00000022445,Cyp2d26,Gene Expression,0.056836845137886706,0.0,0.0,64987,11.993390117062376,4960
ENSMUSG00000026981,Il1rn,Gene Expression,0.05682681795787455,0.0,0.0,2975,0.542297982719111,1874
ENSMUSG00000056071,S100a9,Gene Expression,0.05664739744227538,0.0,0.0,338,0.06405266559889106,291
ENSMUSG00000040466,Blvrb,Gene Expression,0.056623799904569894,0.0,0.0,8974,1.6726677606903444,3862
ENSMUSG00000067225,Cyp2c54,Gene Expression,0.05656211282754665,0.0,0.0,624,0.12276616403797684,546
ENSMUSG00000003721,Insig2,Gene Expression,0.05608541865229302,0.0,0.0,20645,3.919399732856724,4820
ENSMUSG00000003617,Cp,Gene Expression,0.05587382356319484,0.0,0.0,28276,5.041552048393535,4879
ENSMUSG00000074240,Cib3,Gene Expression,0.05586047690702727,0.0,0.0,252,0.04303315467758958,226
ENSMUSG00000020609,Apob,Gene Expression,0.055832110223597235,0.0,0.0,43774,8.03855791195328,4947
ENSMUSG00000078680,Mup10,Gene Expression,0.05581339485304345,0.0,0.0,2279,0.426881203240595,1621
ENSMUSG00000031594,Fgl1,Gene Expression,0.055436497319282074,0.0,0.0,19734,3.5971639872739396,4729
ENSMUSG00000023057,Fabp2,Gene Expression,0.05446307942032864,0.0,0.0,21626,4.058955733189577,4804
ENSMUSG00000032231,Anxa2,Gene Expression,0.05425138977410383,0.0,0.0,4550,0.842934994233914,2735
ENSMUSG00000038156,Spon1,Gene Expression,0.05407478024283298,0.0,0.0,92,0.015446274451020973,87
ENSMUSG00000054452,Tle5,Gene Expression,0.054005389345220034,0.0,0.0,45537,8.330040221025268,4951
ENSMUSG00000024924,Vldlr,Gene Expression,0.05383808555425009,0.0,0.0,792,0.16122446098936752,692
ENSMUSG00000042289,Hsd3b7,Gene Expression,0.053692931630013443,0.0,0.0,21561,4.183387973301671,4815
ENSMUSG00000032484,Ngp,Gene Expression,0.05356038585502898,0.0,0.0,12,0.0022199237017998183,12
ENSMUSG00000028108,Ecm1,Gene Expression,0.05345557827530728,0.0,0.0,11793,2.2316633253758296,4198
ENSMUSG00000015568,Lpl,Gene Expression,0.05329983580237334,0.0,0.0,3876,0.7036739253892271,2416
ENSMUSG00000029580,Actb,Gene Expression,0.05290873721924008,0.0,0.0,47224,8.568601258095114,4947
ENSMUSG00000023367,Tmem176a,Gene Expression,0.052585479504582436,0.0,0.0,20112,3.683200124684407,4760
ENSMUSG00000000303,Cdh1,Gene Expression,0.05246784174369883,0.0,0.0,300,0.05070545479012952,276
ENSMUSG00000020429,Igfbp1,Gene Expression,0.05244109960769666,0.0,0.0,10567,1.990660169582699,4168
ENSMUSG00000060807,Serpina6,Gene Expression,0.05235860860627606,0.0,0.0,11505,2.19186253909414,4318
ENSMUSG00000025153,Fasn,Gene Expression,0.05219381596559531,0.0,0.0,16170,3.0163571605721584,4541
ENSMUSG00000026547,Tagln2,Gene Expression,0.05206293512747924,0.0,0.0,5666,1.0182664865815438,3026
ENSMUSG00000036545,Adamts2,Gene Expression,0.05150334966197922,0.0,0.0,914,0.1661367437318171,782
ENSMUSG00000028469,Npr2,Gene Expression,0.051250836167498495,0.0,0.0,1943,0.37909012944429477,1466
ENSMUSG00000031375,Bgn,Gene Expression,0.050975344142043036,0.0,0.0,8474,1.6094570621301936,3714
ENSMUSG00000035783,Acta2,Gene Expression,0.050765521110119165,0.0,0.0,306,0.05623576002510769,277
ENSMUSG00000047230,Cldn2,Gene Expression,0.05014447352053082,0.0,0.0,3854,0.7330021278601389,2411
ENSMUSG00000018604,Tbx3,Gene Expression,0.04990896687794544,0.0,0.0,1274,0.24993595907884303,1034
ENSMUSG00000030762,Aqp8,Gene Expression,0.04950423993585454,0.0,0.0,25551,4.745241319504872,4783
ENSMUSG00000064225,Paqr9,Gene Expression,0.04946123528788687,0.0,0.0,17439,3.327004417249682,4596
ENSMUSG00000037686,Aspg,Gene Expression,0.049347579474044036,0.0,0.0,7815,1.3838859997701491,3530
ENSMUSG00000026715,Serpinc1,Gene Expression,0.04924833893521959,0.0,0.0,266316,48.708996660977,4961
ENSMUSG00000042436,Mfap4,Gene Expression,0.04923566641339866,0.0,0.0,134,0.02395089934526237,122
ENSMUSG00000026385,Dbi,Gene Expression,0.04871566333084519,0.0,0.0,182724,33.13244258706627,4962
ENSMUSG00000093930,Hmgcs1,Gene Expression,0.04867225913548903,0.0,0.0,6444,1.1714588808652298,3388
ENSMUSG00000027875,Hmgcs2,Gene Expression,0.048552442444768674,0.0,0.0,95665,17.759109168588726,4960
ENSMUSG00000008845,Cd163,Gene Expression,0.04813753823015777,0.0,0.0,1366,0.25196776787336544,1111
ENSMUSG00000029417,Cxcl9,Gene Expression,0.0480302282567366,0.0,0.0,1071,0.19999821438682333,825
ENSMUSG00000026839,Upp2,Gene Expression,0.047987469174988764,0.0,0.0,4287,0.7640486091547124,2629
ENSMUSG00000030591,Psmd8,Gene Expression,0.047862814863298186,0.0,0.0,7707,1.415276753189493,3637
ENSMUSG00000021939,Ctsb,Gene Expression,0.04769210667121836,0.0,0.0,56187,10.2555941640659,4954
ENSMUSG00000036905,C1qb,Gene Expression,0.047666638422865754,0.0,0.0,9948,1.823086900699902,3916
ENSMUSG00000036896,C1qc,Gene Expression,0.04762390948735104,0.0,0.0,11869,2.1677768626780716,4185
ENSMUSG00000073940,Hbb-bt,Gene Expression,0.04762277588093832,0.0,0.0,266,0.05060844286304068,225
ENSMUSG00000030088,Aldh1l1,Gene Expression,0.0475504524367473,0.0,0.0,51862,9.544957325998979,4954
ENSMUSG00000022766,Serpind1,Gene Expression,0.04751452948394911,0.0,0.0,18623,3.4011840100748967,4695
ENSMUSG00000035836,Ugt2b1,Gene Expression,0.04750256356442898,0.0,0.0,12255,2.3378566655029065,4253
ENSMUSG00000028270,Gbp2,Gene Expression,0.04729889022062846,0.0,0.0,924,0.1670733262039991,775
ENSMUSG00000069792,Wfdc17,Gene Expression,0.04723229055019134,0.0,0.0,7037,1.2911741631604818,3403
ENSMUSG00000028356,Ambp,Gene Expression,0.04690228413131776,0.0,0.0,145308,26.353342669632873,4961
ENSMUSG00000022853,Ehhadh,Gene Expression,0.04687901433022705,0.0,0.0,18008,3.3466781832944466,4712
ENSMUSG00000044748,Defb1,Gene Expression,0.04678082488308917,0.0,0.0,1738,0.3066317405954083,1353
ENSMUSG00000089960,Ugt1a1,Gene Expression,0.046648537292118555,0.0,0.0,20484,3.856380316415738,4772
ENSMUSG00000018339,Gpx3,Gene Expression,0.04663309388679598,0.0,0.0,614,0.11068776865210433,531
ENSMUSG00000026840,Lamc3,Gene Expression,0.046618538385934064,0.0,0.0,211,0.03724597757942957,187
ENSMUSG00000028581,Laptm5,Gene Expression,0.04651855971596448,0.0,0.0,5924,1.0969682655180684,3124
ENSMUSG00000026272,Agxt,Gene Expression,0.04644405974517938,0.0,0.0,10817,1.981190084747691,4138
ENSMUSG00000021210,Akr1c6,Gene Expression,0.04643660891160576,0.0,0.0,5708,1.0671366707203913,3161
ENSMUSG00000032081,Apoc3,Gene Expression,0.04624849588800502,0.0,0.0,312195,57.07786120193847,4963
ENSMUSG00000036427,Gpi1,Gene Expression,0.04598387254689002,0.0,0.0,13150,2.4091557217670623,4393
ENSMUSG00000034926,Dhcr24,Gene Expression,0.04596027326510779,0.0,0.0,40846,7.507306922304335,4950
ENSMUSG00000054252,Fgfr3,Gene Expression,0.045864008010432986,0.0,0.0,1633,0.3033335256093674,1304
ENSMUSG00000022875,Kng1,Gene Expression,0.04579979199941189,0.0,0.0,39025,6.954160362249523,4934
