Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSMUSG00000022108,Itm2b,Gene Expression,0.2880984143391145,0.0,0.0,101112,18.608725340342662,4991
ENSMUSG00000029445,Hpd,Gene Expression,0.28547870535253456,0.0,0.0,234465,42.76848335035214,4991
ENSMUSG00000051748,Wfdc21,Gene Expression,0.28015460610789145,0.0,0.0,212508,37.89871615624763,4990
ENSMUSG00000058672,Tubb2a,Gene Expression,0.28004322247779523,0.0,0.0,82903,14.616387625580657,4983
ENSMUSG00000024646,Cyb5a,Gene Expression,0.2799209726759708,0.0,0.0,251243,45.11164981916502,4991
ENSMUSG00000005681,Apoa2,Gene Expression,0.27895159797438096,0.0,0.0,2186853,401.44813858361164,4992
ENSMUSG00000066154,Mup3,Gene Expression,0.2740899668268025,0.0,0.0,582240,106.47776296171706,4990
ENSMUSG00000069917,Hba-a2,Gene Expression,0.27059099130637254,0.0,0.0,10030,1.9995735322237915,3166
ENSMUSG00000024526,Cidea,Gene Expression,0.27041795592266027,0.0,0.0,13760,2.5464450752100154,4072
ENSMUSG00000095079,Igha,Gene Expression,0.2641677062730117,0.0,0.0,119,0.02273862144941684,60
ENSMUSG00000030946,Lhpp,Gene Expression,0.26394262456354545,0.0,0.0,4474,0.8254492636031607,2205
ENSMUSG00000044005,Gls2,Gene Expression,0.2596875465293604,0.0,0.0,12359,2.1556507340069397,3855
ENSMUSG00000030122,Ptms,Gene Expression,0.25949124921961386,0.0,0.0,87366,15.933311431636275,4991
ENSMUSG00000054452,Tle5,Gene Expression,0.25617421509898175,0.0,0.0,80182,14.74091264078135,4991
ENSMUSG00000015890,Amdhd1,Gene Expression,0.2553014101233236,0.0,0.0,20986,3.774051107845425,4537
ENSMUSG00000053279,Aldh1a1,Gene Expression,0.2518025678802324,0.0,0.0,123712,22.13490270270014,4991
ENSMUSG00000034456,Uroc1,Gene Expression,0.24979936397813568,0.0,0.0,36736,6.466273025081443,4879
ENSMUSG00000040562,Gstm2,Gene Expression,0.24714605933068687,0.0,0.0,22215,3.9923048650334616,4664
ENSMUSG00000037071,Scd1,Gene Expression,0.24630145990752303,0.0,0.0,938745,166.77956047635402,4991
ENSMUSG00000033022,Cdo1,Gene Expression,0.24593708867309644,0.0,0.0,190270,34.40173107028449,4990
ENSMUSG00000022215,Fitm1,Gene Expression,0.24237205728498304,0.0,0.0,33969,6.107614121928209,4907
ENSMUSG00000036880,Acaa2,Gene Expression,0.2395854335541056,0.0,0.0,180580,32.44909234163435,4991
ENSMUSG00000076617,Ighm,Gene Expression,0.2382010369266931,0.0,0.0,5732,1.0905580412546314,2366
ENSMUSG00000024610,Cd74,Gene Expression,0.23722053838908064,0.0,0.0,27227,5.013072743758154,4793
ENSMUSG00000021474,Sfxn1,Gene Expression,0.23599258778873675,0.0,0.0,17847,3.1801277060762176,4381
ENSMUSG00000067149,Jchain,Gene Expression,0.23550179671962304,0.0,0.0,513,0.10230225448179253,275
ENSMUSG00000026417,Pigr,Gene Expression,0.23541164833713762,0.0,0.0,58868,10.281661168235223,4974
ENSMUSG00000015854,Cd5l,Gene Expression,0.2344523556595429,0.0,0.0,34602,6.509197387692285,4872
ENSMUSG00000028186,Uox,Gene Expression,0.23395790506209582,0.0,0.0,217540,38.63207119819138,4990
ENSMUSG00000061780,Cfd,Gene Expression,0.23318786880868045,0.0,0.0,5923,1.1168681760087091,2723
ENSMUSG00000030218,Mgp,Gene Expression,0.22730022905930655,0.0,0.0,405,0.08255298429755266,269
ENSMUSG00000022149,C9,Gene Expression,0.22657580801700508,0.0,0.0,56763,10.440859473731267,4960
ENSMUSG00000034994,Eef2,Gene Expression,0.2233351841850899,0.0,0.0,55475,10.262496674068304,4986
ENSMUSG00000022323,Rida,Gene Expression,0.21904403492721378,0.0,0.0,135366,24.13653848752325,4990
ENSMUSG00000028011,Tdo2,Gene Expression,0.21529813018262128,0.0,0.0,125869,22.22258181848682,4990
ENSMUSG00000016194,Hsd11b1,Gene Expression,0.21497504008511883,0.0,0.0,56803,10.179634513514197,4980
ENSMUSG00000072849,Serpina1e,Gene Expression,0.21313983194044048,0.0,0.0,5621,1.0009907410731103,2559
ENSMUSG00000018459,Slc13a3,Gene Expression,0.21305979361774388,0.0,0.0,3003,0.570652718035811,1702
ENSMUSG00000030088,Aldh1l1,Gene Expression,0.21145551147533892,0.0,0.0,132225,23.765559218526906,4991
ENSMUSG00000033860,Fgg,Gene Expression,0.2097619977064641,0.0,0.0,342249,61.00313387740625,4991
ENSMUSG00000029597,Sds,Gene Expression,0.20836632568499475,0.0,0.0,5649,0.9794089727418678,2648
ENSMUSG00000052305,Hbb-bs,Gene Expression,0.20789851622933214,0.0,0.0,7098,1.3697986110938516,2667
ENSMUSG00000061808,Ttr,Gene Expression,0.20715219120351755,0.0,0.0,1763201,313.91477550551764,4992
ENSMUSG00000020777,Acox1,Gene Expression,0.20669175470279302,0.0,0.0,237252,41.7284283333438,4990
ENSMUSG00000069805,Fbp1,Gene Expression,0.20583912216070865,0.0,0.0,152034,27.361953688635182,4990
ENSMUSG00000020321,Mdh1,Gene Expression,0.20466004495002008,0.0,0.0,103185,18.365435690438808,4987
ENSMUSG00000019232,Etnppl,Gene Expression,0.20431801208764513,0.0,0.0,5834,1.0187545760387362,2705
ENSMUSG00000023367,Tmem176a,Gene Expression,0.20341695815194694,0.0,0.0,51122,9.007589897336416,4969
ENSMUSG00000026043,Col3a1,Gene Expression,0.20067004310853837,0.0,0.0,12900,2.330772477409802,3967
ENSMUSG00000030378,Sult2a8,Gene Expression,0.20025055083609294,0.0,0.0,13686,2.5010781629184113,4246
ENSMUSG00000029455,Aldh2,Gene Expression,0.1998766638507107,0.0,0.0,133787,24.354861434862972,4991
ENSMUSG00000028001,Fga,Gene Expression,0.19955273167355392,0.0,0.0,459445,81.6477498106156,4991
ENSMUSG00000001506,Col1a1,Gene Expression,0.19627339323417595,0.0,0.0,5434,0.945536767652168,2499
ENSMUSG00000004558,Ndrg2,Gene Expression,0.19373889277080122,0.0,0.0,89466,15.839794953162496,4991
ENSMUSG00000028603,Scp2,Gene Expression,0.19286735379861655,0.0,0.0,481009,88.79135489126101,4991
ENSMUSG00000031765,Mt1,Gene Expression,0.19214764316188684,0.0,0.0,18901,3.3452365941258546,4457
ENSMUSG00000060803,Gstp1,Gene Expression,0.18974195540483832,0.0,0.0,102306,18.33103031305969,4991
ENSMUSG00000040466,Blvrb,Gene Expression,0.18941879460351604,0.0,0.0,26663,4.887160201005557,4845
ENSMUSG00000030236,Slco1b2,Gene Expression,0.18652979089230703,0.0,0.0,23293,4.211547719829545,4746
ENSMUSG00000037095,Lrg1,Gene Expression,0.1858889174135338,0.0,0.0,282051,51.39071619829119,4991
ENSMUSG00000093930,Hmgcs1,Gene Expression,0.184031135925801,0.0,0.0,35763,6.207326551413001,4910
ENSMUSG00000024164,C3,Gene Expression,0.1818257090546623,0.0,0.0,554936,100.69351207974368,4991
ENSMUSG00000022587,Ly6e,Gene Expression,0.18170925280006342,0.0,0.0,36802,6.583613689832117,4932
ENSMUSG00000004038,Gstm3,Gene Expression,0.18109387119137318,0.0,0.0,31187,5.595945297038075,4882
ENSMUSG00000028223,Decr1,Gene Expression,0.18037497924592721,0.0,0.0,45792,8.062582807782485,4959
ENSMUSG00000014542,Clec4f,Gene Expression,0.18012698164653634,0.0,0.0,14874,2.7014863761862498,4295
ENSMUSG00000058207,Serpina3k,Gene Expression,0.17981589897815883,0.0,0.0,496310,89.76746884932966,4991
ENSMUSG00000026568,Mpc2,Gene Expression,0.17906453981595907,0.0,0.0,67287,12.016457425316364,4985
ENSMUSG00000034127,Tspan8,Gene Expression,0.17870750094378846,0.0,0.0,770,0.14998283657627653,564
ENSMUSG00000025393,Atp5b,Gene Expression,0.178543989305675,0.0,0.0,55462,9.685271105810276,4983
ENSMUSG00000050440,Hamp,Gene Expression,0.17803773640899165,0.0,0.0,8739,1.5287813824286018,3425
ENSMUSG00000020641,Rsad2,Gene Expression,0.17654286872606245,0.0,0.0,1744,0.309871722396664,1037
ENSMUSG00000021210,Akr1c6,Gene Expression,0.17574326770663778,0.0,0.0,14602,2.5948855654703964,4337
ENSMUSG00000049775,Tmsb4x,Gene Expression,0.17331969684230056,0.0,0.0,75526,13.928936636010107,4990
ENSMUSG00000018042,Cyb5r3,Gene Expression,0.17187451176319404,0.0,0.0,93899,16.658224716388037,4988
ENSMUSG00000020917,Acly,Gene Expression,0.17104964449168203,0.0,0.0,35540,6.3001434133916785,4915
ENSMUSG00000031762,Mt2,Gene Expression,0.17081816265117433,0.0,0.0,7677,1.3676189407545152,3210
ENSMUSG00000039196,Orm1,Gene Expression,0.16946377774910854,0.0,0.0,200758,36.11245237185169,4991
ENSMUSG00000039114,Nrn1,Gene Expression,0.16869884425796344,0.0,0.0,22810,4.247928065546159,4778
ENSMUSG00000025492,Ifitm3,Gene Expression,0.16867042012254194,0.0,0.0,100640,17.93426419405206,4991
ENSMUSG00000010651,Acaa1b,Gene Expression,0.16857863515536523,0.0,0.0,171980,30.95113486124322,4990
ENSMUSG00000001891,Ugp2,Gene Expression,0.16753586142458218,0.0,0.0,53368,9.437290430568247,4975
ENSMUSG00000024661,Fth1,Gene Expression,0.16704074842635602,0.0,0.0,767116,137.94305461073682,4990
ENSMUSG00000026574,Dpt,Gene Expression,0.1647523303450358,0.0,0.0,1314,0.24646785416684644,942
ENSMUSG00000032204,Aqp9,Gene Expression,0.1640257499980374,0.0,0.0,27631,5.088003324000645,4861
ENSMUSG00000020051,Pah,Gene Expression,0.16371013182979677,0.0,0.0,69887,12.519064355915718,4987
ENSMUSG00000024978,Gpam,Gene Expression,0.16338897424626947,0.0,0.0,37508,6.682375976574277,4929
ENSMUSG00000019929,Dcn,Gene Expression,0.16213644498409369,0.0,0.0,19333,3.4602183670817914,4627
ENSMUSG00000076618,Ighj4,Gene Expression,0.1618454213053841,0.0,0.0,252,0.04781637242533404,177
ENSMUSG00000069922,Ces3a,Gene Expression,0.16183411981190957,0.0,0.0,80582,14.757620643471457,4990
ENSMUSG00000018604,Tbx3,Gene Expression,0.16103716528991766,0.0,0.0,3936,0.7262125863728138,2246
ENSMUSG00000001670,Tat,Gene Expression,0.16084729690288208,0.0,0.0,67615,11.89715362208853,4985
ENSMUSG00000023175,Bsg,Gene Expression,0.16070056094608437,0.0,0.0,117511,21.05699767698674,4991
ENSMUSG00000034371,Tkfc,Gene Expression,0.16049505907417352,0.0,0.0,85112,15.06477331547303,4989
ENSMUSG00000089960,Ugt1a1,Gene Expression,0.15806243867118056,0.0,0.0,32000,5.853476613729462,4905
ENSMUSG00000033634,Nat8f2,Gene Expression,0.15720273385969102,0.0,0.0,78378,14.353683275444638,4990
ENSMUSG00000071178,Serpina1b,Gene Expression,0.15492077301423962,0.0,0.0,364126,64.73199069641994,4991
ENSMUSG00000026475,Rgs16,Gene Expression,0.1544498055988416,0.0,0.0,14003,2.5262005925271835,4327
ENSMUSG00000029201,Ugdh,Gene Expression,0.15333131658414684,0.0,0.0,49934,8.764017868871223,4967
ENSMUSG00000067225,Cyp2c54,Gene Expression,0.15304338508092813,0.0,0.0,2768,0.5196616120683031,1794
ENSMUSG00000019838,Slc16a10,Gene Expression,0.15300387138757146,0.0,0.0,14584,2.6661936871482927,4362
ENSMUSG00000025153,Fasn,Gene Expression,0.15279445407358727,0.0,0.0,72274,12.995455140614972,4991
ENSMUSG00000032083,Apoa1,Gene Expression,0.15160028735905412,0.0,0.0,674683,120.91002965005946,4992
ENSMUSG00000028240,Cyp7a1,Gene Expression,0.15127757164529565,0.0,0.0,4784,0.894450357862369,2575
ENSMUSG00000032079,Apoa5,Gene Expression,0.15084923112933618,0.0,0.0,138646,25.058620855544817,4990
ENSMUSG00000034463,Scara3,Gene Expression,0.15042801577481937,0.0,0.0,709,0.12951937793339946,525
ENSMUSG00000036594,H2-Aa,Gene Expression,0.14922233516639846,0.0,0.0,8816,1.6016993570580134,3566
ENSMUSG00000037686,Aspg,Gene Expression,0.14829508046156387,0.0,0.0,12048,2.13850380007629,4058
ENSMUSG00000022181,C6,Gene Expression,0.14592427346140346,0.0,0.0,16094,2.933338420956726,4492
ENSMUSG00000021238,Aldh6a1,Gene Expression,0.14463059330633243,0.0,0.0,69194,12.357262641115632,4988
ENSMUSG00000034459,Ifit1,Gene Expression,0.14373734948747022,0.0,0.0,1950,0.34635720333427283,1197
ENSMUSG00000022037,Clu,Gene Expression,0.1434016037528285,0.0,0.0,149150,27.186606394930966,4991
ENSMUSG00000020017,Hal,Gene Expression,0.1433419576404853,0.0,0.0,4421,0.7787243098830451,2434
ENSMUSG00000033831,Fgb,Gene Expression,0.14316590643814905,0.0,0.0,527723,94.91520519982483,4992
ENSMUSG00000047139,Cd24a,Gene Expression,0.14189195341928612,0.0,0.0,1418,0.27117686669302976,1005
ENSMUSG00000026715,Serpinc1,Gene Expression,0.14150141673011263,0.0,0.0,544225,97.6969941110904,4991
ENSMUSG00000050359,Sprr1a,Gene Expression,0.14139778205187356,0.0,0.0,2027,0.35443785630394536,1226
ENSMUSG00000026879,Gsn,Gene Expression,0.13890208874242552,0.0,0.0,1009,0.18332169922973335,756
ENSMUSG00000026272,Agxt,Gene Expression,0.13878990277596773,0.0,0.0,18869,3.335793184149407,4630
ENSMUSG00000022010,Tsc22d1,Gene Expression,0.13875937917547784,0.0,0.0,12315,2.262541387918781,4188
ENSMUSG00000032554,Trf,Gene Expression,0.13869307215761742,0.0,0.0,795923,143.16600347164865,4991
ENSMUSG00000003555,Cyp17a1,Gene Expression,0.13861015468097532,0.0,0.0,5368,0.9518853028401806,2737
ENSMUSG00000066366,Serpina1a,Gene Expression,0.13827852656153106,0.0,0.0,117351,21.185658776249337,4991
ENSMUSG00000032314,Etfa,Gene Expression,0.13826823787094653,0.0,0.0,51527,9.065518301477256,4975
ENSMUSG00000026390,Marco,Gene Expression,0.13765345524852776,0.0,0.0,3236,0.605302298275793,1966
ENSMUSG00000018102,Hist1h2bc,Gene Expression,0.1370014380528592,0.0,0.0,106165,18.97797673557368,4990
ENSMUSG00000005677,Nr1i3,Gene Expression,0.13688130981267652,0.0,0.0,12618,2.2729635336117324,4214
ENSMUSG00000027187,Cat,Gene Expression,0.13632899129593812,0.0,0.0,422570,78.43792093757483,4991
ENSMUSG00000060586,H2-Eb1,Gene Expression,0.13622113377126932,0.0,0.0,5206,0.9760406706530388,2760
ENSMUSG00000043681,Fam25c,Gene Expression,0.1350793917169492,0.0,0.0,10507,1.9359800611167173,3944
ENSMUSG00000013593,Ndufs2,Gene Expression,0.13352363152289556,0.0,0.0,31322,5.547175419085177,4902
ENSMUSG00000038539,Atf5,Gene Expression,0.13334441839730932,0.0,0.0,22496,4.055858930178121,4804
ENSMUSG00000026170,Cyp27a1,Gene Expression,0.13333295822391364,0.0,0.0,17197,3.149778521829741,4561
ENSMUSG00000042289,Hsd3b7,Gene Expression,0.13291633728861782,0.0,0.0,70112,12.751468271295067,4990
ENSMUSG00000041028,Ghitm,Gene Expression,0.13256527491928666,0.0,0.0,29178,5.140438466369694,4858
ENSMUSG00000031767,Nudt7,Gene Expression,0.13228525761005447,0.0,0.0,46853,8.350357528660883,4975
ENSMUSG00000041567,Serpina12,Gene Expression,0.13203386690813787,0.0,0.0,24166,4.371587605477454,4799
ENSMUSG00000022947,Cbr3,Gene Expression,0.13149940876165328,0.0,0.0,13237,2.334532882891543,4222
ENSMUSG00000073421,H2-Ab1,Gene Expression,0.13099569986379014,0.0,0.0,5358,0.997357100865266,2774
ENSMUSG00000029864,Gstk1,Gene Expression,0.13055373476937865,0.0,0.0,28010,4.980758724238074,4856
ENSMUSG00000028469,Npr2,Gene Expression,0.13026965813785776,0.0,0.0,3505,0.6381883057962294,2147
ENSMUSG00000031173,Otc,Gene Expression,0.13026042401832177,0.0,0.0,31492,5.625179978057788,4891
ENSMUSG00000034634,Ly6d,Gene Expression,0.12903030328148352,0.0,0.0,30547,5.464917713801723,4856
ENSMUSG00000060613,Cyp2c70,Gene Expression,0.12803688891844,0.0,0.0,35911,6.50246033009009,4955
ENSMUSG00000035242,Oaz1,Gene Expression,0.12793348118932416,0.0,0.0,54274,9.983637499232655,4986
ENSMUSG00000034855,Cxcl10,Gene Expression,0.12678263684830957,0.0,0.0,1844,0.33511284286888465,1227
ENSMUSG00000001663,Gstt1,Gene Expression,0.12666379800335892,0.0,0.0,25702,4.592361679216295,4831
ENSMUSG00000005514,Por,Gene Expression,0.1266157070269757,0.0,0.0,18115,3.310209500049029,4657
ENSMUSG00000030762,Aqp8,Gene Expression,0.1266146050427464,0.0,0.0,48878,8.792854288840495,4961
ENSMUSG00000037798,Mat1a,Gene Expression,0.12637380578579352,0.0,0.0,255904,45.62834765142108,4991
ENSMUSG00000020053,Igf1,Gene Expression,0.1263459124163451,0.0,0.0,57912,10.790036181334877,4982
ENSMUSG00000024975,Pdcd4,Gene Expression,0.12619599163716816,0.0,0.0,18878,3.354439416651375,4608
ENSMUSG00000073481,Marc2,Gene Expression,0.12575380973910044,0.0,0.0,68631,12.343403050288009,4988
ENSMUSG00000027227,Sord,Gene Expression,0.12451732666446903,0.0,0.0,27965,5.198561500983641,4898
ENSMUSG00000049422,Chchd10,Gene Expression,0.12321007545310311,0.0,0.0,94855,16.76650433146157,4988
ENSMUSG00000104445,Rhbg,Gene Expression,0.12308435559743332,0.0,0.0,1808,0.33247193510868517,1254
ENSMUSG00000019428,Fkbp8,Gene Expression,0.12285151840011058,0.0,0.0,51138,9.523755172357376,4987
ENSMUSG00000040152,Thbs1,Gene Expression,0.1218833715188047,0.0,0.0,2603,0.47608643225528663,1658
ENSMUSG00000005803,Sqor,Gene Expression,0.12012062783112606,0.0,0.0,24421,4.315508194873071,4815
ENSMUSG00000021250,Fos,Gene Expression,0.12002301363587817,0.0,0.0,1376,0.2588597606121245,1040
ENSMUSG00000028692,Akr1a1,Gene Expression,0.11853889322983657,0.0,0.0,126243,22.701243494704947,4990
ENSMUSG00000022040,Ephx2,Gene Expression,0.1166612267008888,0.0,0.0,59820,10.644250757512427,4982
ENSMUSG00000024827,Gldc,Gene Expression,0.11634512917002321,0.0,0.0,8308,1.464924058822991,3561
ENSMUSG00000023057,Fabp2,Gene Expression,0.11620336574878842,0.0,0.0,38553,6.858839361058937,4940
ENSMUSG00000026981,Il1rn,Gene Expression,0.11515429057202112,0.0,0.0,3181,0.5766830396770347,1908
ENSMUSG00000002769,Gnmt,Gene Expression,0.114431699577832,0.0,0.0,227880,40.708803960572965,4990
ENSMUSG00000049723,Mmp12,Gene Expression,0.11377547296391169,0.0,0.0,2455,0.43552248648642483,1499
ENSMUSG00000024747,Aldh1a7,Gene Expression,0.11270920840646394,0.0,0.0,49176,8.857673843359395,4968
ENSMUSG00000032330,Cox7a2,Gene Expression,0.11256433755690871,0.0,0.0,54164,9.523471038769207,4981
ENSMUSG00000026822,Lcn2,Gene Expression,0.11248651722287326,0.0,0.0,44858,8.091314254940473,4983
ENSMUSG00000039653,Baat,Gene Expression,0.11148796448525446,0.0,0.0,27487,4.8337371198597,4853
ENSMUSG00000033715,Akr1c14,Gene Expression,0.11133873133535444,0.0,0.0,39226,7.112725164715255,4953
ENSMUSG00000038418,Egr1,Gene Expression,0.11100060812630277,0.0,0.0,3327,0.6046661360677029,2069
ENSMUSG00000038508,Gdf15,Gene Expression,0.11097504977073974,0.0,0.0,23907,4.297373073707459,4799
ENSMUSG00000054422,Fabp1,Gene Expression,0.11078962186330985,0.0,0.0,67779,12.090664774285615,4991
ENSMUSG00000033533,Acsm1,Gene Expression,0.11072906687166122,0.0,0.0,47055,8.546449358787312,4973
ENSMUSG00000022445,Cyp2d26,Gene Expression,0.11028772528812546,0.0,0.0,136390,24.703409891071512,4991
ENSMUSG00000003526,Prodh,Gene Expression,0.11014976465536593,0.0,0.0,13457,2.4905081157460667,4336
ENSMUSG00000047230,Cldn2,Gene Expression,0.1099733390873394,0.0,0.0,10448,1.894668738130064,3947
ENSMUSG00000003809,Gcdh,Gene Expression,0.10972920024595724,0.0,0.0,40454,7.351073014789877,4957
ENSMUSG00000003721,Insig2,Gene Expression,0.10970991239523967,0.0,0.0,84369,15.400855210109302,4989
ENSMUSG00000019122,Ccl9,Gene Expression,0.1095121547139329,0.0,0.0,9193,1.6465594172837592,3732
ENSMUSG00000030498,Gas2,Gene Expression,0.10930410492457983,0.0,0.0,5698,0.9900953565185752,2959
ENSMUSG00000038462,Uqcrfs1,Gene Expression,0.10912916936497251,0.0,0.0,36955,6.549177559115478,4928
ENSMUSG00000025396,Hsd17b6,Gene Expression,0.10886803775039254,0.0,0.0,2109,0.36622442599867244,1463
ENSMUSG00000017344,Vtn,Gene Expression,0.10879069542140889,0.0,0.0,54655,10.038327006151938,4981
ENSMUSG00000027809,Etfdh,Gene Expression,0.10855767229680434,0.0,0.0,50596,8.993999624422454,4977
ENSMUSG00000000326,Comt,Gene Expression,0.10752931441273247,0.0,0.0,48342,8.65476618847382,4979
ENSMUSG00000037797,Adh4,Gene Expression,0.10743830418851197,0.0,0.0,22756,4.164889374245189,4808
ENSMUSG00000039519,Cyp7b1,Gene Expression,0.10693208293688485,0.0,0.0,7191,1.3154199376731253,3412
ENSMUSG00000009633,G0s2,Gene Expression,0.10646316330447468,0.0,0.0,32437,5.968963418446588,4938
ENSMUSG00000025533,Asl,Gene Expression,0.10628937399015187,0.0,0.0,29035,5.162565188530927,4874
ENSMUSG00000006522,Itih3,Gene Expression,0.10605210401279849,0.0,0.0,81172,14.707751166006254,4990
ENSMUSG00000023019,Gpd1,Gene Expression,0.10594543248889306,0.0,0.0,55776,10.39600304074315,4989
ENSMUSG00000002332,Dhrs1,Gene Expression,0.10566332805283563,0.0,0.0,24998,4.48863804485388,4826
ENSMUSG00000041698,Slco1a1,Gene Expression,0.10552983866135113,0.0,0.0,2013,0.36088614030783,1422
ENSMUSG00000023044,Csad,Gene Expression,0.10550219507172795,0.0,0.0,14442,2.6361902274698057,4399
ENSMUSG00000027261,Hao1,Gene Expression,0.10501448398659644,0.0,0.0,20616,3.6334239908627164,4697
ENSMUSG00000008845,Cd163,Gene Expression,0.10484136098860215,0.0,0.0,2298,0.4307649651045656,1636
ENSMUSG00000026938,Fcna,Gene Expression,0.10454432201477692,0.0,0.0,5730,1.0824769973174786,3089
ENSMUSG00000036309,Skp1a,Gene Expression,0.10434505724706983,0.0,0.0,126446,22.590904016764238,4990
